,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-0.027578894,0.0024235277,0.023580825,0.008453192,0.019583173,-0.024582062,0.012150751,-0.031899903,0.060828906,0.013991093,0.03230572,0.051879697,0.0028142703,-0.058443442,0.05569276,-0.021828359,-0.09911576,0.02580084,-0.04710316,-0.009976364,0.026070466,0.03700472,0.02914819,-0.0123715075,-0.035114348,0.009600937,-0.0040852358,0.038554326,0.039704405,-0.006882904,0.024439268,-0.064856924,0.051565766,0.0660547,0.01838057,0.019577254,-0.07291435,-0.023863435,-0.003608354,0.007840733,-0.021306802,0.009248502,0.03757692,-0.04177416,0.0044383444,0.0038043184,-0.004806483,0.019804584,0.009531064,0.04975335,0.050958723,-0.10609968,0.09006174,0.02029295,0.0688908,0.0006914676,-0.0092000915,0.040217478,-0.045512773,0.014048033,-0.041906666,0.044204354,0.017903503,-0.06446229,0.061484303,0.062187783,-0.030446026,0.05010099,-0.036400575,0.006300552,0.023012541,-0.010429867,-0.042067446,-0.0004029162,0.021610226,-0.023509825,-0.03387305,-0.013861762,0.06524619,0.008029191,-0.031833936,-0.06158799,0.014220928,0.03758369,-0.014535189,-0.028485809,-0.050299123,-0.07400141,-0.020067217,-0.093486056,0.032895587,-0.012181968,-0.047118396,-0.025300635,-0.057211936,-0.08683212,-0.0398309,0.018529829,-0.020585328,-0.034059178
1,-0.026884977,0.0038101664,0.024316397,0.00817763,0.020823753,-0.025167981,0.01015581,-0.033187028,0.06088933,0.013414575,0.033557713,0.054629594,0.0007967704,-0.06146784,0.057088237,-0.021300849,-0.1000686,0.025515137,-0.048827596,-0.0096506905,0.027120378,0.036104232,0.030025609,-0.011505632,-0.03420672,0.012689256,-0.005777275,0.039571278,0.040780216,-0.0074435384,0.02547376,-0.06484441,0.052885976,0.06884129,0.01869923,0.019500472,-0.07466367,-0.023301866,-0.0041421168,0.008352111,-0.022582607,0.009207674,0.03656117,-0.041433167,0.0032744054,0.005332737,-0.0049130847,0.02041647,0.009672081,0.050910708,0.05369626,-0.10658846,0.090749756,0.019616688,0.07051626,0.0020077848,-0.009588748,0.040143944,-0.04587951,0.013643982,-0.042724267,0.04439315,0.01832617,-0.065974705,0.061649647,0.064678356,-0.03179237,0.050022397,-0.03613811,0.0063723708,0.02274968,-0.008560366,-0.043532033,0.0005474912,0.021374842,-0.025027191,-0.0331813,-0.016010582,0.06489483,0.007168515,-0.029843008,-0.062554896,0.014260814,0.037548102,-0.013794478,-0.029737733,-0.05056044,-0.072463125,-0.020572204,-0.09419437,0.031751286,-0.012214671,-0.050246254,-0.027339077,-0.056520406,-0.08816353,-0.039943717,0.019451974,-0.02247272,-0.03387907
2,-0.026232421,0.0034266738,0.024616666,0.007664938,0.021200838,-0.025050422,0.010292247,-0.03302008,0.06147557,0.014163152,0.034006093,0.054352168,0.0015665273,-0.06087049,0.05704481,-0.021910954,-0.09983226,0.025512695,-0.047394905,-0.010277755,0.02715239,0.03509384,0.029491497,-0.012109737,-0.03493445,0.010649657,-0.005229735,0.04037147,0.04038466,-0.0079230955,0.024868118,-0.06501362,0.0518456,0.06798158,0.018017367,0.018646514,-0.07402497,-0.023471506,-0.0042872922,0.007200574,-0.021193976,0.009276447,0.036359835,-0.042239025,0.003949303,0.0043005906,-0.0046952767,0.021228842,0.008274128,0.050139297,0.052939903,-0.106415324,0.090374716,0.019839138,0.071759835,0.0009043094,-0.009463111,0.041037213,-0.045246135,0.01462693,-0.042817056,0.044069674,0.018314222,-0.0650803,0.06120456,0.06270257,-0.030004503,0.05068698,-0.036516372,0.0070898593,0.02311736,-0.008364434,-0.04315559,0.00063299603,0.02209024,-0.02337324,-0.0338306,-0.014149018,0.064278655,0.0076003796,-0.030515842,-0.06128151,0.01472181,0.037740257,-0.014595396,-0.02778885,-0.05062212,-0.07251646,-0.019701185,-0.09432762,0.031653613,-0.011271666,-0.04928385,-0.026283741,-0.056399584,-0.08828106,-0.03992087,0.01973585,-0.021041458,-0.034225862
3,-0.025623137,0.0032596115,0.024604319,0.006548179,0.020097576,-0.024062097,0.011034932,-0.031943604,0.060474873,0.013143251,0.03107559,0.051697508,0.0023865167,-0.059399996,0.056306776,-0.020330055,-0.099106684,0.026218059,-0.04829069,-0.008945543,0.026860729,0.037202694,0.032068644,-0.013545703,-0.034551963,0.012258931,-0.004269603,0.041191127,0.04090856,-0.005137219,0.02450199,-0.06318454,0.05188022,0.06676733,0.01754834,0.01905511,-0.073081024,-0.020977,-0.0025461754,0.0093040215,-0.022978568,0.0077950833,0.035187867,-0.042269256,0.005170754,0.006051077,-0.007171322,0.019411722,0.008639821,0.049688455,0.050809655,-0.103626974,0.09074098,0.020132788,0.06937493,0.00233434,-0.009814997,0.03841677,-0.045302454,0.013349336,-0.044109207,0.043819834,0.015575455,-0.06361029,0.060577482,0.06577245,-0.029939521,0.048781026,-0.03484514,0.005061151,0.02488427,-0.0085027795,-0.045028206,-0.00016877573,0.02065429,-0.025717646,-0.032600235,-0.017471468,0.064215645,0.0073202252,-0.029721113,-0.060367852,0.012312911,0.03749411,-0.0143742515,-0.030982908,-0.049610667,-0.073281474,-0.01800073,-0.091277115,0.027887093,-0.011411751,-0.048405025,-0.029576717,-0.056284506,-0.08681103,-0.03753852,0.020075493,-0.022677725,-0.033364594
4,-0.026914332,0.0026740711,0.025563143,0.006715246,0.020958226,-0.025567072,0.0106643615,-0.03229482,0.06101018,0.0152459685,0.03298735,0.052520156,9.088699e-05,-0.060916554,0.0559606,-0.020325884,-0.099193044,0.025228508,-0.046968013,-0.009848354,0.025710318,0.034900237,0.030285774,-0.011330763,-0.035345834,0.011796576,-0.0050101765,0.039486237,0.040582824,-0.007342295,0.026728066,-0.06440577,0.052225508,0.06874023,0.016997075,0.019663079,-0.07453926,-0.023076812,-0.00197366,0.007334987,-0.02082545,0.008760498,0.036139585,-0.041280106,0.0049482635,0.0039334386,-0.003805588,0.021219559,0.010062563,0.049508426,0.051926874,-0.10448413,0.09065537,0.01893729,0.06969732,0.0014326021,-0.010058578,0.040460583,-0.0451882,0.013100062,-0.0424407,0.044176687,0.01713686,-0.06441464,0.061614465,0.06346633,-0.031050166,0.04957433,-0.03572014,0.007425456,0.023509786,-0.00885296,-0.043295726,0.0005277117,0.022088263,-0.024241718,-0.03381789,-0.013784207,0.06554209,0.0073629753,-0.029497255,-0.0602565,0.012996566,0.037092716,-0.015707284,-0.028681735,-0.05030275,-0.07177879,-0.020170586,-0.092242725,0.031140096,-0.011086954,-0.049228236,-0.026544988,-0.056589987,-0.08805752,-0.040250752,0.01994032,-0.021154292,-0.033019032
5,-0.03315009,-0.0006457313,0.02145271,0.010886611,0.026329368,-0.017493466,0.013731948,-0.029456357,0.059672214,0.011357529,0.03251413,0.044498928,-0.0056508593,-0.059134714,0.05599852,-0.015081551,-0.080307215,0.019546391,-0.03474199,-0.006109738,0.02277998,0.018485453,0.025341626,-0.00404677,-0.035102896,0.015889402,-0.0024047007,0.03418802,0.03399313,-0.0092557315,0.024791818,-0.05177146,0.042162616,0.05791047,0.014039083,0.014724602,-0.06730292,-0.021015659,-0.00829604,0.0058772056,-0.02209876,0.0093490705,0.030242201,-0.03705706,0.006775324,-0.002050457,-0.009295113,0.01665885,0.008107259,0.043736424,0.04571767,-0.09462372,0.0773324,0.0058697737,0.062412437,0.0044179773,-0.0029487347,0.030913636,-0.04208265,0.016083328,-0.03169847,0.03569853,0.013834181,-0.05570151,0.053993434,0.05324647,-0.031284716,0.039878137,-0.03214944,0.0028487777,0.01722721,-0.0057971263,-0.033499975,0.0048186053,0.02011073,-0.022302736,-0.024478,-0.0069838264,0.054972555,0.007968086,-0.01897826,-0.051150847,0.013457142,0.03133559,-0.012920155,-0.02220802,-0.04541888,-0.066468224,-0.020114243,-0.073498555,0.02882044,-0.00622839,-0.037676733,-0.020514533,-0.045240622,-0.0800308,-0.032029267,0.019145148,-0.019888781,-0.030982375
6,-0.023793874,0.008238188,0.025457185,0.0032939431,0.018300408,-0.02459512,0.008733995,-0.03093066,0.059224356,0.016680134,0.030076815,0.05495145,-0.0003962305,-0.06363428,0.053687803,-0.017809773,-0.09940612,0.022225853,-0.04609816,-0.0079186,0.02540669,0.035293423,0.030448807,-0.0071426397,-0.034127943,0.010808848,-0.0072254264,0.038660537,0.03798142,-0.0057322104,0.030824356,-0.06339198,0.054450497,0.07254718,0.020271283,0.021046784,-0.07224341,-0.024019986,0.00063284556,0.0072765346,-0.020895787,0.010275284,0.03229262,-0.041693017,0.0032952956,0.005565997,-0.0013031533,0.021838132,0.011400037,0.049705412,0.053280033,-0.1040832,0.08986702,0.022020813,0.06992125,0.0024056223,-0.008880308,0.040722206,-0.0439342,0.009629548,-0.04010644,0.041234415,0.017997941,-0.063522,0.062158138,0.06348761,-0.02838643,0.04575011,-0.035415955,0.0053389464,0.024490247,-0.00690976,-0.04359553,0.0026995684,0.02181578,-0.022594051,-0.03443538,-0.013466143,0.0631912,0.00370945,-0.028078603,-0.05834367,0.01006674,0.038640276,-0.015648676,-0.025300818,-0.050606895,-0.06941115,-0.02244283,-0.08969109,0.028917894,-0.009318152,-0.0522137,-0.025385983,-0.055349812,-0.08751112,-0.036519133,0.01815541,-0.021032104,-0.031202657
7,-0.024890253,0.0048781945,0.02509233,0.006228017,0.019987687,-0.025022939,0.009148282,-0.03142319,0.05905538,0.014416592,0.03161969,0.052981053,0.001353874,-0.060359884,0.05495158,-0.020306166,-0.10041592,0.024120122,-0.04670165,-0.009010282,0.027394747,0.037476163,0.030725027,-0.0129066175,-0.0328086,0.010022881,-0.0060123256,0.040546667,0.039857928,-0.005957377,0.024306193,-0.06389657,0.05309584,0.06818756,0.017261084,0.019338276,-0.072553866,-0.022578808,-0.002330859,0.0075627486,-0.021796979,0.009363201,0.035261706,-0.042104144,0.0044289283,0.0054511917,-0.005122197,0.019587988,0.008463607,0.050206844,0.051485527,-0.1042306,0.09007833,0.021196732,0.07117289,0.0010672006,-0.0096648475,0.039007656,-0.04412172,0.012760735,-0.04337026,0.044112552,0.016243828,-0.06475497,0.061877854,0.06394593,-0.029141491,0.050176777,-0.035338525,0.005805099,0.02456754,-0.008798631,-0.045857623,-0.00041370175,0.019934881,-0.024128594,-0.03335016,-0.015495481,0.06343452,0.0070143314,-0.029250253,-0.06096994,0.012310405,0.036843777,-0.014150569,-0.027820151,-0.04854575,-0.07231135,-0.019316662,-0.092916176,0.029997123,-0.0122984275,-0.0488502,-0.027625917,-0.056471262,-0.08620489,-0.037466038,0.020049524,-0.021405818,-0.03209162
8,-0.025787659,0.004020843,0.02446215,0.007154225,0.020841822,-0.024652893,0.0090163965,-0.032713838,0.059884854,0.013358226,0.032726873,0.054168787,0.0006533784,-0.060640294,0.056392282,-0.020671729,-0.09912053,0.024829626,-0.048542455,-0.009536737,0.026741916,0.035632797,0.030042395,-0.011930168,-0.03327404,0.012830258,-0.005258891,0.040359087,0.04028077,-0.006788519,0.024774738,-0.0636436,0.052747194,0.06841575,0.018420978,0.018915629,-0.073984236,-0.022596804,-0.003313571,0.0085538365,-0.022328448,0.009125126,0.035387747,-0.041285716,0.003353201,0.00560784,-0.0055335793,0.020588888,0.00938472,0.04998107,0.053007286,-0.10496008,0.09022719,0.019346818,0.0703739,0.0021460345,-0.009513298,0.03957097,-0.044872623,0.01332586,-0.04273991,0.043766003,0.01754766,-0.06493696,0.06115213,0.06493787,-0.030812277,0.049259204,-0.035430316,0.006041612,0.023520635,-0.007787829,-0.043563247,0.00046995998,0.0201893,-0.024826115,-0.032277737,-0.016613135,0.06395727,0.0070503964,-0.028869238,-0.06190138,0.012851743,0.037099585,-0.013703948,-0.029677188,-0.04980614,-0.071460545,-0.019844776,-0.09305397,0.029923903,-0.012197919,-0.05059712,-0.02844109,-0.05539878,-0.087306015,-0.038608447,0.019419907,-0.022827927,-0.03334512
9,-0.025233127,0.005247472,0.025390537,0.006013686,0.020942807,-0.02436566,0.008594784,-0.032606695,0.061221436,0.014791206,0.032340907,0.0535492,-0.00045753713,-0.06245733,0.05597894,-0.020038703,-0.10107397,0.023581523,-0.046084616,-0.00838551,0.027929557,0.036255166,0.031126011,-0.010307846,-0.033209004,0.010267904,-0.0055070743,0.040143684,0.039796505,-0.0060990145,0.02627354,-0.064257056,0.053555273,0.0708525,0.01844038,0.019741427,-0.0732047,-0.023989331,-0.0020141574,0.0064924806,-0.022574969,0.010058498,0.034784615,-0.043689203,0.0036715954,0.0048013018,-0.0041544563,0.020588268,0.008997947,0.05149449,0.0526788,-0.10750536,0.09166774,0.020736957,0.07283612,0.0015875115,-0.008472166,0.03956526,-0.045823332,0.0126982685,-0.04259048,0.043492712,0.017524568,-0.06531879,0.062981926,0.06353062,-0.028672295,0.049264867,-0.03677449,0.0046781544,0.024580149,-0.007430408,-0.045454454,0.0008767816,0.021335928,-0.023794362,-0.03344687,-0.015068827,0.06342202,0.0061685448,-0.029002678,-0.06200068,0.012439653,0.038660668,-0.013925665,-0.027094392,-0.050398417,-0.07347602,-0.021102268,-0.09351757,0.030822149,-0.01185753,-0.049598273,-0.02660065,-0.05614064,-0.08859893,-0.036567774,0.01902628,-0.021446321,-0.032685027
